NOM_SCIENTIFIQUE;Humidité_atmosphérique;Humidité_édaphique;Réaction_du_sol_(pH);Lumière;Texture;Matière_organique;Température;Continentalité;Niveau_trophique;Salinité
Sium latifolium L.;8;9;7;7;1;8;6;5;6;0
Smilax aspera L.;4;4;5;5;3;3;8;4;5;0
Smyrnium olusatrum L.;4;5;7;7;4;2;7;3;8;1
Smyrnium perfoliatum L.;3;4;8;9;3;2;8;3;7;0
Smyrnium perfoliatum L. subsp. perfoliatum;4;4;8;7;3;2;8;3;7;0
Smyrnium perfoliatum subsp. rotundifolium (Mill.) Bonnier & Layens;3;4;8;9;3;2;8;3;7;0
Soda inermis Fourr.;7;5;8;9;3;1;7;1;8;8
Solanum bonariense L. ;5;5;5;8;3;3;8;3;7;0
Solanum chacoense Bitter;5;5;5;7;3;2;6;4;7;0
Solanum chenopodioides Lam.;4;4;8;8;3;2;8;3;8;0
Solanum dulcamara L.;8;8;6;6;1;8;5;5;7;0
Solanum dulcamara L. var. dulcamara;8;8;6;6;1;8;5;5;7;0
Solanum dulcamara var. marinum Bab.;4;6;7;7;6;1;4;1;7;5
Solanum elaeagnifolium Cav.;6;6;5;8;3;3;8;3;7;0
Solanum laciniatum Aiton ;6;6;5;8;3;3;7;3;7;0
Solanum linnaeanum Hepper & Jaeger;3;7;7;9;4;2;9;2;7;7
Solanum lycopersicum L.;5;5;7;8;3;3;7;4;8;0
Solanum melongena L.;4;4;8;8;2;2;7;5;7;0
Solanum nigrum L.;5;5;7;7;2;2;6;5;8;0
Solanum nigrum L. subsp. nigrum;5;5;7;7;2;2;6;5;8;0
Solanum nigrum subsp. schultesii (Opiz) Wessely;4;4;7;8;3;2;6;4;7;0
Solanum physalifolium Rusby;4;4;5;8;4;3;8;4;7;0
Solanum pseudocapsicum L.;4;4;8;8;3;2;8;3;6;0
Solanum rostratum Dunal;4;4;7;8;3;3;6;4;6;0
Solanum sarachoides Sendtn.;4;4;7;8;3;3;6;4;6;0
Solanum triflorum Nutt.;7;5;8;9;4;1;7;1;7;6
Solanum triflorum Nutt. var. triflorum;7;5;8;9;4;1;7;1;7;6
Solanum triflorum var. ponticum (Prodan) Borza;7;5;8;9;4;1;7;1;7;6
Solanum tuberosum L.;5;5;8;8;2;2;5;5;7;0
Solanum villosum Mill. ;3;3;7;8;4;2;7;4;7;0
Solanum villosum Mill. subsp. villosum;3;3;7;8;4;2;7;4;7;0
Solanum villosum subsp. miniatum (Bernh. ex Willd.) Edmonds;3;3;8;8;3;2;6;4;8;0
Soldanella alpina L.;9;7;8;7;6;1;1;4;3;0
Soldanella alpina L. subsp. alpina;9;7;8;7;6;1;1;4;3;0
Soldanella villosa Darracq ex Labarrère;9;8;4;8;2;9;2;5;4;0
Soleirolia soleirolii (Req.) Dandy;7;6;6;3;8;2;8;3;5;0
Solenopsis corsica (Meikle) M.B.Crespo, Serra & A.Juan;7;7;6;9;4;2;9;3;4;0
Solenopsis laurentia (L.) C.Presl;7;7;4;8;4;4;8;2;3;0
Solidago canadensis L. ;7;6;7;8;1;8;6;5;7;0
Solidago gigantea Aiton;7;6;7;8;1;8;6;5;7;0
Solidago virgaurea L.;4;5;5;6;4;4;5;5;4;0
Solidago virgaurea L. subsp. virgaurea;4;5;5;6;4;4;5;5;4;0
Solidago virgaurea subsp. minuta (L.) Arcang.;6;5;2;7;4;4;3;4;3;0
Solidago virgaurea subsp. rupicola (Rouy) Lambinon;7;6;8;8;8;3;7;1;6;6
Soliva sessilis Ruíz & Pav.;4;4;5;8;4;1;7;4;8;0
Sonchus aquatilis Pourr.;4;7;8;9;2;3;9;1;8;6
Sonchus arvensis L.;5;5;7;7;3;3;5;5;6;1
Sonchus arvensis L. subsp. arvensis;5;5;7;7;3;3;5;5;6;1
Sonchus arvensis subsp. uliginosus (M.Bieb.) Nyman;7;7;8;8;1;8;4;6;7;0
Sonchus asper (L.) Hill;5;5;7;7;2;2;5;5;7;1
Sonchus asper (L.) Hill subsp. asper;5;5;7;7;2;2;5;5;7;1
Sonchus asper subsp. glaucescens (Jord.) P.W.Ball;7;5;6;8;8;3;9;1;6;6
Sonchus bulbosus (L.) N.Kilian & Greuter;4;3;7;8;4;1;7;2;3;1
Sonchus bulbosus (L.) N.Kilian & Greuter subsp. bulbosus;4;3;7;8;4;1;7;2;3;1
Sonchus maritimus L. ;5;6;8;8;4;3;6;1;6;6
Sonchus oleraceus L.;5;5;8;7;2;2;6;5;8;1
Sonchus palustris L.;8;7;7;7;1;9;5;6;8;1
Sonchus tenerrimus L.;2;4;8;8;3;2;8;3;7;0
Sorbaria sorbifolia (L.) A.Braun;5;5;5;8;2;3;6;4;4;0
Sorbaria tomentosa (Lindl.) Rehder;5;5;5;8;2;3;6;4;4;0
Sorbus aria (L.) Crantz ;5;4;7;8;2;2;5;5;4;0
Sorbus aucuparia L.;5;5;4;7;4;5;5;5;3;0
Sorbus aucuparia L. subsp. aucuparia;5;5;4;7;4;5;5;5;3;0
Sorbus aucuparia subsp. praemorsa (Guss.) Nyman;6;5;5;7;3;4;2;6;4;0
Sorbus chamaemespilus (L.) Crantz;5;5;7;7;3;3;3;5;4;0
Sorbus domestica L.;5;4;7;8;3;2;7;4;4;0
Sorbus intermedia (Ehrh.) Pers.;5;4;7;8;3;2;6;5;4;0
Sorbus latifolia (Lam.) Pers.;5;4;6;8;4;2;6;3;4;0
Sorbus mougeotii Soy.-Will. & Godr.;5;5;5;8;3;3;3;5;4;0
Sorbus torminalis (L.) Crantz;5;5;5;7;4;3;6;3;4;0
Sorbus x ambigua (Michalet ex Decne.) Nyman ex Hedl. [Sorbus aria (L.) Crantz subsp. aria x Sorbus chamaemespilus (L.) Crantz];5;5;7;8;3;3;3;5;4;0
Sorbus x hostii (J.Jacq. ex Host) Heynh. [Sorbus chamaemespilus (L.) Crantz x Sorbus mougeotii Soy.-Will. & Godr.];5;5;7;7;3;3;3;5;4;0
Sorbus x thuringiaca n-subsp. boscii (Vivant ex Gamisans) Lambinon & Kerguélen [Sorbus aria (L.) Crantz subsp. aria x Sorbus aucuparia subsp. praemorsa (Guss.) Nyman];6;5;5;7;3;4;2;6;4;0
Sorghum bicolor (L.) Moench;3;5;7;9;3;3;7;5;7;0
Sorghum halepense (L.) Pers.;3;5;7;8;4;3;7;4;7;0
Sparganium angustifolium Michx.;9;11;4;8;5;9;3;7;2;0
Sparganium emersum Rehmann;9;10;6;7;1;8;5;5;7;0
Sparganium emersum Rehmann écoph. rhéophile;9;12;6;7;1;8;5;5;8;0
Sparganium erectum L.;8;9;7;8;1;8;5;5;7;0
Sparganium erectum L. subsp. erectum;8;9;7;8;1;8;5;5;7;0
Sparganium erectum subsp. microcarpum (Neuman) Domin;9;9;5;8;1;8;5;5;6;0
Sparganium erectum subsp. neglectum (Beeby) K.Richt.;9;9;6;8;1;8;5;5;7;0
Sparganium erectum subsp. neglectum (Beeby) K.Richt. écoph. rhéophile;9;12;6;7;1;8;5;5;8;0
Sparganium erectum subsp. oocarpum (Celak.) Domin;9;9;5;8;1;8;5;5;6;0
Sparganium natans L.;9;8;5;7;2;9;5;4;3;0
Sparganium natans L. écoph. stagnophile;9;11;4;8;4;9;4;5;3;0
Spartina alterniflora Loisel.;8;10;8;8;1;3;4;1;7;9
Spartina anglica C.E.Hubb.;8;10;8;8;1;3;5;1;8;9
Spartina maritima (Curtis) Fernald;8;10;8;8;1;3;6;1;7;9
Spartina patens (Aiton) Muhl.;4;7;8;9;2;3;9;1;8;7
Spartina x townsendii H.Groves & J.Groves [Spartina alterniflora Loisel. x Spartina maritima (Curtis) Fernald];8;10;8;8;1;3;5;1;8;9
Spartium junceum L.;4;5;4;8;4;4;8;4;4;0
Spergula arvensis L.;5;5;3;7;3;3;5;4;6;0
Spergula bocconei (Scheele) Pedersen;4;4;7;8;4;2;6;4;6;0
Spergula catalaunica (P.Monnier) B.Bock;4;4;7;7;4;2;8;4;7;0
Spergula diandra (Guss.) Murb.;6;5;7;9;4;1;8;3;5;5
Spergula echinosperma (Celak.) E.H.L.Krause;7;8;6;8;4;3;4;6;4;0
Spergula heldreichii (Foucaud) G.López;6;5;7;9;4;1;8;3;5;5
Spergula macrorrhiza (Loisel.) B.Bock & J.M.Tison;7;5;6;8;8;3;9;1;5;6
Spergula marina (L.) Bartl. & H.L.Wendl.;7;8;8;8;3;1;4;1;7;8
Spergula marina (L.) Bartl. & H.L.Wendl. écoph. vivace;7;8;8;8;3;1;4;1;7;8
Spergula media (L.) Bartl. & H.L.Wendl.;6;8;8;8;2;3;4;1;6;8
Spergula morisonii Boreau;3;3;4;9;4;1;4;4;2;0
Spergula nicaeensis (Sarato ex Burnat) G.López;4;4;5;7;4;3;8;4;5;0
Spergula pentandra L.;3;3;3;9;4;1;6;4;2;0
Spergula rubra (L.) D.Dietr.;4;5;3;7;4;4;5;5;4;0
Spergula rupicola (Lebel ex Le Jol.) G.López;8;7;7;8;8;3;6;1;5;7
Spergula segetalis (L.) Vill.;7;7;4;8;5;4;6;3;3;0
Spergula tangerina (P.Monnier) G.López;5;5;7;9;4;1;8;3;5;5
Sphenopus divaricatus (Gouan) Rchb.;5;4;7;9;3;1;8;3;7;5
Spinacia oleracea L.;5;5;7;7;3;3;7;5;8;0
Spinulum annotinum (L.) A.Haines;7;6;3;3;3;6;3;5;3;0
Spinulum annotinum (L.) A.Haines subsp. annotinum;7;6;3;3;3;6;3;5;3;0
Spiraea alba Du Roi;7;7;7;7;3;8;5;6;5;0
Spiraea chamaedryfolia L.;5;5;6;7;3;3;6;7;6;0
Spiraea chamaedryfolia L. subsp. chamaedryfolia;5;5;6;7;3;3;6;7;6;0
Spiraea chamaedryfolia subsp. ulmifolia (Scop.) J.Duvign.;5;5;6;7;3;3;6;7;6;0
Spiraea douglasii Hook. ;7;7;7;7;3;8;5;6;5;0
Spiraea douglasii Hook. subsp. douglasii;7;7;7;7;3;8;5;6;5;0
Spiraea douglasii subsp. menziesii (Hook.) Calder & Roy L.Taylor;7;7;7;7;3;8;5;6;5;0
Spiraea hypericifolia L.;5;4;7;7;4;2;6;4;3;0
Spiraea hypericifolia subsp. obovata (Waldst. & Kit. ex Willd.) H.Huber;5;4;7;7;4;2;6;4;3;0
Spiraea japonica L.f.;7;7;3;5;4;8;6;5;5;0
Spiraea x billardii Herincq [Spiraea alba Du Roi x Spiraea douglasii Hook. subsp. douglasii];7;7;7;7;3;8;5;6;5;0
Spiraea x vanhouttei (Briot) Carrière [Spiraea cantoniensis Lour. x Spiraea trilobata L.];5;5;5;6;3;3;5;5;5;0
Spiranthes aestivalis (Poir.) Rich.;8;8;8;9;1;9;7;3;2;0
Spiranthes spiralis (L.) Chevall.;4;4;5;7;1;2;7;3;3;0
Spirobassia hirsuta (L.) Freitag & G.Kadereit;7;5;8;9;4;1;7;1;8;8
Spirodela polyrhiza (L.) Schleid.;9;11;5;7;1;8;6;5;6;1
Sporobolus cryptandrus (Torr.) A.Gray;4;4;6;8;4;1;8;3;7;0
Sporobolus indicus (L.) R.Br.;4;5;6;8;4;3;8;3;6;0
Sporobolus neglectus Nash;4;4;6;8;4;1;6;4;7;0
Sporobolus pungens (Schreb.) Kunth;5;5;7;9;4;1;8;1;7;6
Sporobolus vaginiflorus (Torr. ex A.Gray) Alf.Wood;4;4;6;8;4;1;6;4;7;0
Stachys alpina L. ;7;5;7;7;3;2;3;4;6;0
Stachys annua (L.) L. ;4;3;8;7;3;2;7;4;6;0
Stachys arvensis (L.) L.;4;5;3;8;3;4;6;4;6;0
Stachys brachyclada Noe ex Coss.;4;4;8;8;8;1;8;3;3;0
Stachys byzantina K.Koch;4;4;9;8;3;2;8;4;4;0
Stachys corsica Pers. ;5;5;7;7;7;1;2;3;4;0
Stachys germanica L. ;3;3;8;7;3;2;6;4;5;0
Stachys germanica L. subsp. germanica;3;3;8;7;3;2;6;4;5;0
Stachys germanica subsp. salviifolia (Ten.) Gams;4;4;9;8;3;2;8;4;4;0
Stachys glutinosa L.;3;3;4;8;5;4;8;3;4;0
Stachys heraclea All.;3;3;8;7;3;2;5;3;3;0
Stachys maritima Gouan;4;5;7;9;5;1;9;1;5;4
Stachys marrubiifolia Viv.;4;5;8;9;4;1;8;2;7;5
Stachys ocymastrum (L.) Briq. ;5;5;7;9;4;1;8;4;7;4
Stachys palustris L. ;8;7;7;7;1;8;5;5;6;0
Stachys recta L.;3;3;9;7;3;2;6;4;2;0
Stachys recta L. subsp. recta ;3;3;9;7;3;2;6;4;2;0
Stachys recta subsp. labiosa (Bertol.) Briq.;3;3;9;7;3;2;6;4;2;0
Stachys sylvatica L.;8;7;7;4;1;8;5;5;7;0
Staehelina dubia L.;4;2;7;8;3;2;8;3;5;0
Staphisagria macrosperma Spach;4;4;7;8;3;3;8;3;8;0
Staphisagria picta (Willd.) Jabbour;4;4;7;8;3;3;8;3;7;0
Staphisagria picta (Willd.) Jabbour subsp. picta;4;4;7;8;3;3;8;3;7;0
Staphisagria picta subsp. requienii (DC.) B.Bock;4;4;7;8;3;3;8;3;7;0
Staphylea pinnata L.;5;5;8;7;3;2;6;7;4;0
Stellaria alsine Grimm;9;8;4;5;4;9;5;3;4;0
Stellaria alsine Grimm écoph. rhéophile;9;12;3;6;4;8;4;3;3;0
Stellaria alsine Grimm écoph. stagnophile;9;12;3;6;4;8;4;3;3;0
Stellaria aquatica (L.) Scop.;8;7;7;5;1;8;5;5;8;0
Stellaria graminea L.;5;5;4;6;3;4;5;5;4;0
Stellaria holostea L.;5;5;4;5;3;4;6;3;5;0
Stellaria media (L.) Vill. ;5;5;6;7;3;3;5;5;8;0
Stellaria neglecta var. cupaniana (Jord. & Fourr.) B.Bock;4;4;7;7;3;3;8;3;5;0
Stellaria neglecta Weihe;6;5;7;5;3;3;7;4;6;0
Stellaria neglecta Weihe var. neglecta;6;5;7;5;3;3;7;4;6;0
Stellaria nemorum L.;9;7;6;4;2;8;5;5;5;0
Stellaria nemorum L. subsp. nemorum;9;7;6;4;2;8;5;5;5;0
Stellaria nemorum subsp. montana (Pierrat) Berher;8;7;6;4;1;8;4;5;6;0
Stellaria pallida (Dumort.) Piré;5;4;6;7;4;1;5;2;5;1
Stellaria palustris Ehrh. ex Hoffm.;8;8;4;7;1;9;5;5;2;0
Stellaria ruderalis Lepší & al.;6;5;7;5;3;3;7;4;6;0
Stenotaphrum secundatum (Walter) Kuntze;2;3;8;9;3;2;9;3;3;0
Sternbergia colchiciflora Waldst. & Kit.;4;4;8;8;3;2;8;4;3;0
Sternbergia lutea (L.) Ker Gawl. ex Spreng.;4;5;7;9;3;2;8;3;5;0
Stipa capillata L.;3;3;8;8;3;2;5;7;2;0
Stipa eriocaulis Borbás ;3;3;8;9;2;2;8;3;2;0
Stipa eriocaulis Borbás subsp. eriocaulis;3;3;8;9;2;2;8;3;2;0
Stipa gallica Celak.;3;3;8;8;3;2;5;5;2;0
Stipa iberica Martinovský;2;3;9;9;3;2;8;4;2;0
Stipa offneri Breistr.;2;3;9;9;3;2;7;4;2;0
Stipa pennata L.;3;3;7;8;2;1;6;5;2;0
Stipa pennata L. subsp. pennata;3;3;7;8;2;1;6;5;2;0
Stipellula capensis (Thunb.) Röser & Hamasha;3;2;7;8;3;2;8;4;2;0
Stipellula parviflora (Desf.) Röser & Hamasha;2;2;8;8;2;1;9;3;3;0
Stoibrax dichotomum (L.) Raf.;4;3;7;8;3;2;8;3;6;0
Stratiotes aloides L.;9;11;7;7;1;9;6;5;5;0
Streptopus amplexifolius (L.) DC.;8;6;6;5;3;8;2;6;6;0
Strigosella africana (L.) Botsch.;3;3;8;8;4;2;8;3;6;0
Struthiopteris spicant (L.) Weiss;7;6;2;4;4;5;4;3;2;0
Stuckenia filiformis (Pers.) Börner;9;12;4;8;3;9;3;7;5;0
Stuckenia helvetica (G.Fisch.) Holub;9;12;5;7;2;8;4;7;5;0
Stuckenia pectinata (L.) Börner;9;12;5;7;1;8;5;5;7;1
Stuckenia pectinata (L.) Börner écoph. rhéophile;9;12;7;7;1;8;5;5;8;1
Styrax officinalis L.;5;4;6;8;3;3;8;3;5;0
Suaeda maritima (L.) Dumort. ;8;9;8;9;1;3;7;1;7;8
Suaeda maritima (L.) Dumort. subsp. maritima ;8;9;8;9;1;3;7;1;7;8
Suaeda spicata (Willd.) Moq.;7;5;8;9;3;1;8;1;8;8
Suaeda splendens (Pourr.) Gren. & Godr.;7;5;8;9;3;1;8;1;8;8
Suaeda vera Forssk. ex J.F.Gmel.;8;7;8;8;3;3;9;1;7;7
Suaeda vera Forssk. ex J.F.Gmel. subsp. vera;8;7;8;8;3;3;9;1;7;7
Subularia aquatica L.;9;10;4;7;5;8;3;7;3;0
Succisa pratensis Moench;7;7;5;6;1;9;5;5;2;0
Succisella inflexa (Kluk) Beck;7;7;7;8;1;9;5;5;2;0
Succowia balearica (L.) Medik.;7;8;6;9;4;3;8;4;4;0
Sulla coronaria (L.) Medik.;3;2;8;8;3;2;8;3;4;0
Sulla glomerata (F.Dietr.) B.H.Choi & H.Ohashi;7;4;8;9;8;1;9;2;3;1
Sulla spinosissima (L.) B.H.Choi & H.Ohashi;4;5;8;9;1;2;8;4;4;0
Swertia perennis L.;8;8;7;8;1;9;3;5;3;0
Symphoricarpos albus (L.) S.F.Blake ;5;5;6;7;2;3;6;4;6;0
Symphoricarpos albus subsp. albus var. laevigatus (Fernald) S.F.Blake;5;5;6;7;2;3;6;4;6;0
Symphyotrichum dumosum (L.) G.L.Nesom;8;7;7;8;1;8;6;5;8;0
Symphyotrichum laeve (L.) Á.Löve & D.Löve;6;6;8;8;1;3;4;6;8;0
Symphyotrichum lanceolatum (Willd.) G.L.Nesom;8;6;7;8;1;8;6;5;8;0
Symphyotrichum novae-angliae (L.) G.L.Nesom;8;7;7;8;1;8;6;5;8;0
Symphyotrichum novi-belgii (L.) G.L.Nesom;8;7;7;8;1;8;6;5;8;0
Symphyotrichum pilosum (Willd.) G.L.Nesom;4;4;5;6;3;3;6;5;7;0
Symphyotrichum subulatum (Michx.) G.L.Nesom;8;7;7;8;1;8;6;5;8;0
Symphyotrichum subulatum var. squamatum (Spreng.) S.D.Sundb.;6;6;7;8;1;8;8;3;7;0
Symphyotrichum x salignum (Willd.) M.Nesom [Symphyotrichum lanceolatum (Willd.) M.Nesom x Symphyotrichum novi-belgii (L.) M.Nesom];8;6;7;8;1;8;6;5;8;0
Symphyotrichum x versicolor (Willd.) M.Nesom [Symphyotrichum laeve (L.) Á.Löve & D.Löve x Symphyotrichum novi-belgii (L.) M.Nesom];8;6;7;8;1;8;6;5;8;0
Symphytum asperum Lepech.;5;5;8;8;2;3;6;6;8;0
Symphytum bulbosum K.F.Schimp.;6;6;6;6;2;3;6;4;7;0
Symphytum caucasicum M.Bieb.;5;5;4;4;1;8;4;6;4;0
Symphytum floribundum Shuttlew. ex Buckn.;7;7;7;8;2;8;8;3;6;0
Symphytum officinale L. ;8;7;7;7;1;8;5;5;7;0
Symphytum officinale L. subsp. officinale;8;7;7;7;1;8;5;5;7;0
Symphytum officinale subsp. uliginosum (A.Kern.) Nyman;8;7;8;8;1;8;5;7;7;0
Symphytum orientale L.;7;6;8;8;1;8;5;7;7;0
Symphytum tuberosum L.;7;7;7;4;2;8;6;4;6;0
Syringa vulgaris L.;5;5;6;7;2;3;6;4;6;0
Syringa x persica L. [Syringa protolaciniata P. Green & Chang x Syringa vulgaris L.];5;5;6;7;2;3;6;4;6;0
Taeniatherum caput-medusae (L.) Nevski;3;1;8;9;3;3;9;3;6;0
Tagetes minuta L.;4;4;7;8;3;3;6;4;6;0
Tamarix africana Poir.;6;7;7;8;5;2;9;2;5;2
Tamarix canariensis Willd.;6;7;7;8;5;2;9;2;5;2
Tamarix gallica L.;6;7;7;8;5;2;7;2;5;1
Tamarix parviflora DC.;6;7;7;8;5;2;8;2;5;1
Tamarix ramosissima Ledeb.;6;7;7;9;5;2;9;1;5;1
Tamarix tetrandra Pall. ex M.Bieb.;6;7;7;9;5;2;9;1;5;1
Tanacetum audibertii (Req.) DC.;5;5;3;8;4;4;4;3;3;0
Tanacetum balsamita L.;5;5;6;8;3;3;6;7;7;0
